S.no,Player Name,Runs in Flat Pitches,Runs in Red Soil Pitches,Runs in Black Soil Pitches,Dismissals in Flat Pitches,Dismissals in Red Soil Pitches,Dismissals in Black Soil Pitches
4242,A Bhadauria,19,0,0,1,0,0
4243,Awais Zia,19,0,0,1,0,0
4244,BD McDonough,19,0,0,1,0,0
4245,BKB Corbin,19,0,0,1,0,0
4246,Bonny Chingangbam,19,0,0,1,0,0
4247,C Swart,19,0,0,1,0,0
4248,Dhruv Patel,19,0,0,1,0,0
4249,EMA McLeod,19,0,0,1,0,0
4250,FA Klokker,19,0,0,1,0,0
4251,Hardik Tamore,0,19,0,0,1,0
4252,HJW Gardiner,19,0,0,1,0,0
4253,J de Klerk,19,0,0,1,0,0
4254,JM Bredenkamp,19,0,0,1,0,0
4255,K Sathish,19,0,0,1,0,0
4256,Khalid Ahmadi,19,0,0,1,0,0
4257,KL Coppack,19,0,0,1,0,0
4258,Kyshona A Knight,19,0,0,1,0,0
4259,M Taniyama,19,0,0,1,0,0
4260,P Ray Barman,19,0,0,1,0,0
4261,Rahul Batham,19,0,0,1,0,0
4262,SR Swain,19,0,0,1,0,0
4263,Suhrawadi Shuvo,19,0,0,1,0,0
4264,AS Browning,19,0,0,0,0,0
4265,Ashish Thapa,19,0,0,0,0,0
4266,MB Gauna,19,0,0,0,0,0
4267,Salman Hossain,19,0,0,0,0,0
4268,SB Odedra,19,0,0,0,0,0
4269,B White,18,0,0,5,0,0
4270,Nashra Sandhu,18,0,0,5,0,0
4271,Mujeeb-ur-Rehman,18,0,0,4,0,0
4272,CB Roposo,18,0,0,3,0,0
4273,Divyendra Singh,18,0,0,3,0,0
4274,Nahid Rana,18,0,0,3,0,0
4275,Syazrul Idrus,18,0,0,3,0,0
4276,Syed Faizan Tahir,18,0,0,3,0,0
4277,Tanwir Afzal,18,0,0,3,0,0
4278,Aishwarya Mourya,18,0,0,2,0,0
4279,C Sully,18,0,0,2,0,0
4280,DK Pallekonda,18,0,0,2,0,0
4281,EH Hutchinson,18,0,0,2,0,0
4282,JR Banik,18,0,0,2,0,0
4283,L Neil-Smith,18,0,0,2,0,0
4284,N Brand,18,0,0,2,0,0
4285,RA Mair,18,0,0,2,0,0
4286,S Dhaniram,18,0,0,2,0,0
4287,S Jyoti,18,0,0,2,0,0
4288,UR Yasas,18,0,0,2,0,0
4289,Vijaykumar Vyshak,18,0,0,1,1,0
4290,A Clarke,18,0,0,1,0,0
4291,Assad Borham,18,0,0,1,0,0
4292,Atharva Ankolekar,16,2,0,0,1,0
4293,BG Lister,18,0,0,1,0,0
4294,D Gregory,18,0,0,1,0,0
4295,E Brathwaite,18,0,0,1,0,0
4296,Fawad Ahmed,18,0,0,1,0,0
4297,HK Badani,18,0,0,1,0,0
4298,IC Pandey,18,0,0,1,0,0
4299,JL Hollard,18,0,0,1,0,0
4300,JW Wilson,18,0,0,1,0,0
4301,K Kunwar,18,0,0,1,0,0
4302,L Jack,18,0,0,1,0,0
4303,LS Greenway,18,0,0,1,0,0
4304,Syed Haider,18,0,0,1,0,0
4305,V Kadiresan,18,0,0,1,0,0
4306,Writtick Chatterjee,18,0,0,1,0,0
4307,A Mahata,18,0,0,0,0,0
4308,Gurnoor Brar,18,0,0,0,0,0
4309,KS Airee,18,0,0,0,0,0
4310,M Kadyan,18,0,0,0,0,0
4311,MJ Killeen,18,0,0,0,0,0
4312,SADU Indrasiri,18,0,0,0,0,0
4313,Muhammad Akhlaq,17,0,0,5,0,0
4314,DS Thilakaratne,17,0,0,4,0,0
4315,Mujeeb Ur Rahman,17,0,0,4,0,0
4316,A Nel,17,0,0,3,0,0
4317,Abhishek Bhandari,17,0,0,2,1,0
4318,BP Martin,17,0,0,3,0,0
4319,E Bisht,17,0,0,2,1,0
4320,MM Patel,15,2,0,3,0,0
4321,NW Bracken,14,3,0,2,1,0
4322,RJ Harris,16,1,0,2,1,0
4323,AA Kulkarni,17,0,0,2,0,0
4324,AM Peterson,17,0,0,2,0,0
4325,AM Reddy,17,0,0,2,0,0
4326,Aryan Juyal,17,0,0,2,0,0
4327,BV Kneebone,17,0,0,2,0,0
4328,Dikshanshu Negi,17,0,0,2,0,0
4329,HP Kingston,17,0,0,2,0,0
4330,Kaleemullah,17,0,0,2,0,0
4331,Kolla Sumanth,17,0,0,2,0,0
4332,LF Higham,17,0,0,2,0,0
4333,OT Jackson,17,0,0,2,0,0
4334,PLM Jayaratne,17,0,0,2,0,0
4335,Robiul Islam Robi,17,0,0,2,0,0
4336,RR Chopra,17,0,0,2,0,0
4337,S Thanikaithasan,17,0,0,2,0,0
4338,A Nanda,17,0,0,1,0,0
4339,Anthony Hillman,17,0,0,1,0,0
4340,CD Hinchliffe,17,0,0,1,0,0
4341,CD Wright,17,0,0,1,0,0
4342,Delwar Hossain,17,0,0,1,0,0
4343,DJG Sales,17,0,0,1,0,0
4344,Du Jianhao,17,0,0,1,0,0
4345,E Packard,17,0,0,1,0,0
4346,E Yaver,17,0,0,1,0,0
4347,F Sutherland,17,0,0,1,0,0
4348,Faraaz Mehti Abbas,17,0,0,1,0,0
4349,Kamrul Islam Rabbi,17,0,0,1,0,0
4350,Khalid Usman,17,0,0,1,0,0
4351,L Hands,17,0,0,1,0,0
4352,M Madubashana,17,0,0,1,0,0
4353,Md Shafiqul Haque,17,0,0,1,0,0
4354,Mofassar Saeed,17,0,0,1,0,0
4355,P Wangdi,17,0,0,1,0,0
4356,Rafatullah Mohmand,17,0,0,1,0,0
4357,RJI Udayanga,17,0,0,1,0,0
4358,S Tosic,17,0,0,1,0,0
4359,Sajad Ahmadzai,17,0,0,1,0,0
4360,Sameer Yousuf,17,0,0,1,0,0
4361,Sumon Khan,17,0,0,1,0,0
4362,TP Kanwar,17,0,0,1,0,0
4363,Y Saranonnakkun,17,0,0,1,0,0
4364,A Pusthay,17,0,0,0,0,0
4365,Faisal Hossain,17,0,0,0,0,0
4366,R Sakurano-Thomas,17,0,0,0,0,0
4367,ST Gabriel,15,1,0,6,2,0
4368,CB Mpofu,16,0,0,5,0,0
4369,M Hinkley,16,0,0,4,0,0
4370,KDA Manoj,16,0,0,3,0,0
4371,RL Toole,16,0,0,3,0,0
4372,Bravish Shetty,16,0,0,2,0,0
4373,CA Dry,16,0,0,2,0,0
4374,Haider Ali (3),16,0,0,2,0,0
4375,J Mallikarjun,16,0,0,2,0,0
4376,JJ Lamare,16,0,0,2,0,0
4377,Kasir Ahmed,16,0,0,2,0,0
4378,MJ Fisher,16,0,0,2,0,0
4379,N Wijesekera,16,0,0,2,0,0
4380,A Otwani,16,0,0,1,0,0
4381,Abid Ullah Shah,16,0,0,1,0,0
4382,Basil Thampi,11,3,2,0,1,0
4383,CK Boycott,16,0,0,1,0,0
4384,CMKK Wijerathne,16,0,0,1,0,0
4385,D Manchanayake,16,0,0,1,0,0
4386,D Vrinda,16,0,0,1,0,0
4387,E Kershaw,16,0,0,1,0,0
4388,Elias Sunny,16,0,0,1,0,0
4389,ET Smith,16,0,0,1,0,0
4390,Firas Hussain,16,0,0,1,0,0
4391,Gregory Smith,16,0,0,1,0,0
4392,Hamayun Altaf,16,0,0,1,0,0
4393,Hasan Murad,16,0,0,1,0,0
4394,I Maraj,16,0,0,1,0,0
4395,IR James,16,0,0,1,0,0
4396,Janith Rathnasiri,16,0,0,1,0,0
4397,JH Patel,16,0,0,1,0,0
4398,JPR Lamsam,16,0,0,1,0,0
4399,Kshitij Patel,16,0,0,1,0,0
4400,M Bhaiji,16,0,0,1,0,0
4401,MA Khote,16,0,0,1,0,0
4402,MD du Preez,16,0,0,1,0,0
4403,Mohammad Aadil Alam,16,0,0,1,0,0
4404,Mrittunjoy Chowdhury,16,0,0,1,0,0
4405,MWA van Nierop,16,0,0,1,0,0
4406,Norwira Zazmie,16,0,0,1,0,0
4407,OO Bascome,16,0,0,1,0,0
4408,RA Jones (2),16,0,0,1,0,0
4409,Ravi Teja,16,0,0,1,0,0
4410,Satyajeet Bachhav,16,0,0,1,0,0
4411,Shoaib Mohammed Khan,0,16,0,0,1,0
4412,SN Smidt,16,0,0,1,0,0
4413,TP Kaber,16,0,0,1,0,0
4414,UVS Fernando,16,0,0,1,0,0
4415,Zeeshan Haider,16,0,0,1,0,0
4416,D Lues,16,0,0,0,0,0
4417,DJ Thornely,15,1,0,0,0,0
4418,LA Carseldine,16,0,0,0,0,0
4419,Marcelle Hanekom,16,0,0,0,0,0
4420,MI Slaza,16,0,0,0,0,0
4421,Nitin Tanwar,16,0,0,0,0,0
4422,P Thamaraikannan,0,16,0,0,0,0
4423,VV Weerappuli,16,0,0,0,0,0
4424,DC Goodman,15,0,0,5,0,0
4425,JM Mennie,15,0,0,5,0,0
4426,T Hinds,15,0,0,4,0,0
4427,Jakob Gul,15,0,0,3,0,0
4428,L Mills,15,0,0,3,0,0
4429,S Krishnashriram,15,0,0,3,0,0
4430,A Ghiraiya,15,0,0,2,0,0
4431,AR Caddick,15,0,0,2,0,0
4432,Asif Afridi,15,0,0,2,0,0
4433,Imran Uzzaman,15,0,0,2,0,0
4434,Javeria Khan,15,0,0,2,0,0
4435,JH Plom,15,0,0,2,0,0
4436,JS Sykes,15,0,0,2,0,0
4437,MB Harris,15,0,0,2,0,0
4438,ML Cummins,15,0,0,2,0,0
4439,MW Edwards,15,0,0,2,0,0
4440,PS Airee,15,0,0,2,0,0
4441,RMS Eranga,15,0,0,2,0,0
4442,Robiul Islam,15,0,0,2,0,0
4443,S Anirudha,6,9,0,1,1,0
4444,S Lackay,15,0,0,2,0,0
4445,S Munro,15,0,0,2,0,0
4446,Shaof Hassan,15,0,0,2,0,0
4447,TA Willett,15,0,0,2,0,0
4448,UDU Chandana,15,0,0,2,0,0
4449,A Galan,15,0,0,1,0,0
4450,A Khakimov,15,0,0,1,0,0
4451,A McAuley,15,0,0,1,0,0
4452,AJ Miles,15,0,0,1,0,0
4453,Anuk Fernando,15,0,0,1,0,0
4454,C Nethsara,15,0,0,1,0,0
4455,D O'Sullivan,15,0,0,1,0,0
4456,DB Lakhani,15,0,0,1,0,0
4457,F Damiao Couana,15,0,0,1,0,0
4458,H Srinivasan,15,0,0,1,0,0
4459,H Viljoen,15,0,0,1,0,0
4460,Hisham Sheikh,15,0,0,1,0,0
4461,Issa Al Balushi,15,0,0,1,0,0
4462,J Kila,15,0,0,1,0,0
4463,J Syed Mohammad,6,9,0,0,1,0
4464,JEA Doctora,15,0,0,1,0,0
4465,JH Saroha,15,0,0,1,0,0
4466,JP Maher,15,0,0,1,0,0
4467,JRMVB Sanjaya,15,0,0,1,0,0
4468,JW Chilia,15,0,0,1,0,0
4469,LJ Cush,15,0,0,1,0,0
4470,M van Schoor,15,0,0,1,0,0
4471,Mahmudul Hasan,15,0,0,1,0,0
4472,Muhammad Ajmal,15,0,0,1,0,0
4473,N Salekar,15,0,0,1,0,0
4474,Nikhil,15,0,0,1,0,0
4475,Nimish Lathief,15,0,0,1,0,0
4476,NPF Ranhaluge,15,0,0,1,0,0
4477,OGT Gould,15,0,0,1,0,0
4478,RO Hinds,15,0,0,1,0,0
4479,S Burger,15,0,0,1,0,0
4480,S Tuitoga,15,0,0,1,0,0
4481,SM Meherob,15,0,0,1,0,0
4482,T McKeegan,15,0,0,1,0,0
4483,E Leie,15,0,0,0,0,0
4484,Elias Hasan,15,0,0,0,0,0
4485,H Coetzer,15,0,0,0,0,0
4486,K Venkatraman,15,0,0,0,0,0
4487,O Muzondo,15,0,0,0,0,0
4488,Parvez Aziz,0,15,0,0,0,0
4489,Pulkit Narang,15,0,0,0,0,0
4490,S Shrivastava,15,0,0,0,0,0
4491,Sandeep Sharma,15,0,0,0,0,0
4492,SP Jones,15,0,0,0,0,0
4493,EJ Richardson,14,0,0,3,0,0
4494,KK Ahmed,11,0,3,1,0,2
4495,Abdullah Bayoumy,14,0,0,2,0,0
4496,AR Odedara,14,0,0,2,0,0
4497,E Otieno,14,0,0,2,0,0
4498,IJ Harvey,14,0,0,2,0,0
4499,J Coughlin,14,0,0,2,0,0
4500,J Harrison,14,0,0,2,0,0
4501,Parvez Ahmed,1,13,0,0,2,0
4502,RKJ Dawson,14,0,0,2,0,0
4503,Shaik Basha,14,0,0,2,0,0
4504,Yousif Wali,14,0,0,2,0,0
4505,Abdul Bangalzai,14,0,0,1,0,0
4506,Auqib Nabi,14,0,0,1,0,0
4507,CAJ Brodrick,14,0,0,1,0,0
4508,D Kansonkho,14,0,0,1,0,0
4509,Dharmendrasinh Jadeja,14,0,0,1,0,0
4510,DI Joyce,14,0,0,1,0,0
4511,G Malkan,14,0,0,1,0,0
4512,H Amarasinghe,14,0,0,1,0,0
4513,HR Bernard,14,0,0,1,0,0
4514,Iqbal Hussain,14,0,0,1,0,0
4515,K Hinds,14,0,0,1,0,0
4516,K Upadhyay,14,0,0,1,0,0
4517,Kamran Mahmood,14,0,0,1,0,0
4518,KG Critchell,14,0,0,1,0,0
4519,Khaled Mahmud,14,0,0,1,0,0
4520,Khalid Butt,14,0,0,1,0,0
4521,LR Naylor,14,0,0,1,0,0
4522,N Peter,14,0,0,1,0,0
4523,NB Beard,14,0,0,1,0,0
4524,Peter Francis,14,0,0,1,0,0
4525,PR Adams,14,0,0,1,0,0
4526,Rakibul Hasan (2),14,0,0,1,0,0
4527,S Kimura,14,0,0,1,0,0
4528,S Regmi,14,0,0,1,0,0
4529,Shadnan Khan,14,0,0,1,0,0
4530,SSK Bal,14,0,0,1,0,0
4531,Subashis Roy,14,0,0,1,0,0
4532,T Lamey,14,0,0,1,0,0
4533,T Langa,14,0,0,1,0,0
4534,TM Srivastava,14,0,0,1,0,0
4535,Utkarsh Jain,14,0,0,1,0,0
4536,Zulfiqar Babar,14,0,0,1,0,0
4537,A Bushell,14,0,0,0,0,0
4538,AK Russell,14,0,0,0,0,0
4539,Bhagmender Lather,14,0,0,0,0,0
4540,Bosco Tuyizere,14,0,0,0,0,0
4541,Farmanullah,14,0,0,0,0,0
4542,FJ Hill,14,0,0,0,0,0
4543,Hamid Mahmood,14,0,0,0,0,0
4544,Nawazish Akhtar,14,0,0,0,0,0
4545,T Isaacs,14,0,0,0,0,0
4546,T Lungameni,14,0,0,0,0,0
4547,Mohammad Asif,10,3,0,5,1,0
4548,A Khaka,13,0,0,4,0,0
4549,HJ Chamberlain,13,0,0,3,0,0
4550,P Jayawickrama,13,0,0,3,0,0
4551,SB Bangar,13,0,0,3,0,0
4552,Sufyan Naseeb,13,0,0,3,0,0
4553,AD Chopra,13,0,0,2,0,0
4554,BDH Stevens,13,0,0,2,0,0
4555,DI Allan,13,0,0,2,0,0
4556,IO Okpe,13,0,0,2,0,0
4557,J Smits,13,0,0,2,0,0
4558,JF Jeremiah,13,0,0,2,0,0
4559,JH Brown,13,0,0,2,0,0
4560,N Harvey,13,0,0,2,0,0
4561,N Mlaba,13,0,0,2,0,0
4562,SZ Thakor,13,0,0,2,0,0
4563,A Dalzell,13,0,0,1,0,0
4564,A Goodridge,13,0,0,1,0,0
4565,AL MacDonald,13,0,0,1,0,0
4566,Ankit Dabas,13,0,0,1,0,0
4567,DA Blignaut,13,0,0,1,0,0
4568,DCC Borden,13,0,0,1,0,0
4569,DF Jacobs,13,0,0,1,0,0
4570,FR Davies,13,0,0,1,0,0
4571,G Kansonkho,13,0,0,1,0,0
4572,Jaswinder Singh,13,0,0,1,0,0
4573,Kusal Wijethunga,13,0,0,1,0,0
4574,MK Mahale,13,0,0,1,0,0
4575,Muhammad Jawadullah,13,0,0,1,0,0
4576,O Riley,13,0,0,1,0,0
4577,OS Williams,13,0,0,1,0,0
4578,PA de Silva,13,0,0,1,0,0
4579,PV Vuniwaqa,13,0,0,1,0,0
4580,S Fledermaus,13,0,0,1,0,0
4581,S Mostary,13,0,0,1,0,0
4582,S Stolk,13,0,0,1,0,0
4583,SG Rohilla,13,0,0,1,0,0
4584,Shahid Ahmadzai,13,0,0,1,0,0
4585,Shivam Khurana,13,0,0,1,0,0
4586,T Maruma,13,0,0,1,0,0
4587,TM Ealham,13,0,0,1,0,0
4588,V Jatinder Kumar,13,0,0,1,0,0
4589,Abdul Gaffar Saqlain,13,0,0,0,0,0
4590,Adnan Razzaq,13,0,0,0,0,0
4591,B Balala,13,0,0,0,0,0
4592,E Karimi,13,0,0,0,0,0
4593,E Ochieng,13,0,0,0,0,0
4594,H Birkett,13,0,0,0,0,0
4595,I Manack,13,0,0,0,0,0
4596,KM Awala,13,0,0,0,0,0
4597,MA Algi,13,0,0,0,0,0
4598,Muzahir Raza,13,0,0,0,0,0
4599,Najeeb Amar,13,0,0,0,0,0
4600,NY McLean,13,0,0,0,0,0
4601,RM Siri,13,0,0,0,0,0
4602,S Kubheka,13,0,0,0,0,0
4603,Samjhana Khadka,13,0,0,0,0,0
4604,VM Nyauchi,13,0,0,0,0,0
4605,DJ Hawoe,12,0,0,3,0,0
4606,NR Johns-Wickberg,12,0,0,3,0,0
4607,RA Fackrell,12,0,0,3,0,0
4608,Sachin Mandy,12,0,0,3,0,0
4609,V Baskaran,12,0,0,3,0,0
4610,Zeeshan Goraya,12,0,0,3,0,0
4611,A Leckey,12,0,0,2,0,0
4612,Chen Zhuo Yue,12,0,0,2,0,0
4613,JS Lenton,12,0,0,2,0,0
4614,LR Johns,12,0,0,2,0,0
4615,Muhammad Murad,12,0,0,2,0,0
4616,Mukesh Choudhary,8,4,0,1,1,0
4617,Noman Amjad,12,0,0,2,0,0
4618,NR Narah,12,0,0,2,0,0
4619,OE Westbury,12,0,0,2,0,0
4620,PRP Boissevain,12,0,0,2,0,0
4621,R MacMillan,12,0,0,2,0,0
4622,RA Stevenson,12,0,0,2,0,0
4623,S Bodha,12,0,0,2,0,0
4624,S Nadeem,10,2,0,0,2,0
4625,Sahil Tarakhil,12,0,0,2,0,0
4626,Shafiqullah,12,0,0,2,0,0
4627,SL Verma,12,0,0,2,0,0
4628,TL Greatwood,12,0,0,2,0,0
4629,V Mbazo,12,0,0,2,0,0
4630,Vaibhav Singh Panwar,12,0,0,2,0,0
4631,AK Chahal,12,0,0,1,0,0
4632,AR Kumar,12,0,0,1,0,0
4633,AR Ramjani,12,0,0,1,0,0
4634,AS Hasaranga,12,0,0,1,0,0
4635,Ayyaz Qureshi,12,0,0,1,0,0
4636,D Bohara,12,0,0,1,0,0
4637,D Mahavithana,12,0,0,1,0,0
4638,D Mongia,12,0,0,1,0,0
4639,DC Stovell,12,0,0,1,0,0
4640,DLR Smith,12,0,0,1,0,0
4641,Fayaz Mohammad,12,0,0,1,0,0
4642,H Venkataram,12,0,0,1,0,0
4643,J Groves,12,0,0,1,0,0
4644,Jalaj S Saxena,11,1,0,1,0,0
4645,JB Reva,12,0,0,1,0,0
4646,JC Harding,12,0,0,1,0,0
4647,JHJ Garlick,12,0,0,1,0,0
4648,K Nadeeshan,12,0,0,1,0,0
4649,LN Mosena,12,0,0,1,0,0
4650,Luqman Hussan,12,0,0,1,0,0
4651,ML Kirk,12,0,0,1,0,0
4652,Mohammad Ilyas,12,0,0,1,0,0
4653,NS Prasad,12,0,0,1,0,0
4654,PS Kumar,0,12,0,0,1,0
4655,PSU Fernando,12,0,0,1,0,0
4656,R Boyce,12,0,0,1,0,0
4657,R Telemachus,12,0,0,1,0,0
4658,R Theruvath,12,0,0,1,0,0
4659,S Gulecha,12,0,0,1,0,0
4660,S Pillay,12,0,0,1,0,0
4661,Sarbjot Singh,12,0,0,1,0,0
4662,SKR Mallidi,12,0,0,1,0,0
4663,SN Gunawardana,12,0,0,1,0,0
4664,SZ Mulani,1,11,0,0,1,0
4665,T Vithushan,12,0,0,1,0,0
4666,Tian Senqun,12,0,0,1,0,0
4667,TSB Ekanayake,12,0,0,1,0,0
4668,V Pyke,12,0,0,1,0,0
4669,VS Padhaal,12,0,0,1,0,0
4670,W van Vuuren,12,0,0,1,0,0
4671,Waqas Maqsood,12,0,0,1,0,0
4672,Zeeshan Ali (3),12,0,0,1,0,0
4673,AA Bilakhia,12,0,0,0,0,0
4674,Amjad Sher,12,0,0,0,0,0
4675,Andre Jarju,12,0,0,0,0,0
4676,Asad Mohammad,12,0,0,0,0,0
4677,Ayaz Dadabhai,12,0,0,0,0,0
4678,CB Kulasekara,12,0,0,0,0,0
4679,GT Main,12,0,0,0,0,0
4680,J Madan,12,0,0,0,0,0
4681,K Vislapuu,12,0,0,0,0,0
4682,LE Scott,12,0,0,0,0,0
4683,McKenny Clarke,12,0,0,0,0,0
4684,MJ Nqolo,12,0,0,0,0,0
4685,SJ Cassidy,12,0,0,0,0,0
4686,THS Pettman,12,0,0,0,0,0
4687,TP Doropoulos,12,0,0,0,0,0
4688,V Aritharan,12,0,0,0,0,0
4689,H Kannan,11,0,0,4,0,0
4690,J Manley,11,0,0,4,0,0
4691,KA Bull,11,0,0,4,0,0
4692,OJ Gibson,11,0,0,3,0,0
4693,R Klein,11,0,0,3,0,0
4694,Abdul Hashim,11,0,0,2,0,0
4695,D Matla,11,0,0,2,0,0
4696,Diwesh Pathania,11,0,0,2,0,0
4697,DJ van Wyk,11,0,0,2,0,0
4698,Hassnain Shah,11,0,0,2,0,0
4699,I Asif,11,0,0,2,0,0
4700,Muhammad Arfan,11,0,0,2,0,0
4701,Nageebullah Sultanzai,11,0,0,2,0,0
4702,Saidingliana Sailo,3,8,0,1,1,0
4703,SJ Massiah,11,0,0,2,0,0
4704,TS Sekhukhune,11,0,0,2,0,0
4705,A Soni,11,0,0,1,0,0
4706,Amar Sharma,11,0,0,1,0,0
4707,Amir Sharif,11,0,0,1,0,0
4708,Anshuman Gautam,11,0,0,1,0,0
4709,Arjun Kumal,11,0,0,1,0,0
4710,B Ess,11,0,0,1,0,0
4711,Bibek Diyali,11,0,0,1,0,0
4712,CAR Cooper,11,0,0,1,0,0
4713,E Kearney,11,0,0,1,0,0
4714,EM Bermingham,3,8,0,0,1,0
4715,IMHC Joyce,11,0,0,1,0,0
4716,J Veikauyaki,11,0,0,1,0,0
4717,KJT Roberts,11,0,0,1,0,0
4718,LD Pfeffer,11,0,0,1,0,0
4719,LW Feldman,11,0,0,1,0,0
4720,MJ Mindley,11,0,0,1,0,0
4721,N Premaratne,11,0,0,1,0,0
4722,NA de Groot,11,0,0,1,0,0
4723,Najiha Alvi,11,0,0,1,0,0
4724,Nigar Sultana,11,0,0,1,0,0
4725,P Nirmal,11,0,0,1,0,0
4726,R Hackney,11,0,0,1,0,0
4727,S Gill,11,0,0,1,0,0
4728,Sabbir Hossain,11,0,0,1,0,0
4729,Saif Ullah,11,0,0,1,0,0
4730,Sammar Gajjar,11,0,0,1,0,0
4731,Saqlain Haider,11,0,0,1,0,0
4732,Saransh Jain,11,0,0,1,0,0
4733,SF Tiai,11,0,0,1,0,0
4734,SM Kavanagh,11,0,0,1,0,0
4735,T Singye,11,0,0,1,0,0
4736,WD Sheridan,11,0,0,1,0,0
4737,BA Roy,11,0,0,0,0,0
4738,Chintan Gaja,11,0,0,0,0,0
4739,Iftikhar Anjum,11,0,0,0,0,0
4740,KM Beams,11,0,0,0,0,0
4741,R Drake,11,0,0,0,0,0
4742,RS Pillay,11,0,0,0,0,0
4743,M Kelly,10,0,0,5,0,0
4744,RH Patel,10,0,0,4,0,0
4745,S Baker,10,0,0,4,0,0
4746,A Busing-Volschenk,10,0,0,3,0,0
4747,Imran Khan (2),10,0,0,3,0,0
4748,PA Chatterji,10,0,0,3,0,0
4749,TS Fray,10,0,0,3,0,0
4750,BJ Hatton-Lowe,10,0,0,2,0,0
4751,C Rathore,10,0,0,2,0,0
4752,Dayal Joy,10,0,0,2,0,0
4753,LA Parfitt,10,0,0,2,0,0
4754,N Chantam,0,0,10,0,0,2
4755,OJ Barnes,10,0,0,2,0,0
4756,PKD Chase,10,0,0,2,0,0
4757,R Hadley,10,0,0,2,0,0
4758,Saleem Elahi,10,0,0,2,0,0
4759,Saqlain Mushtaq,10,0,0,2,0,0
4760,Sufiyan Muqeem,10,0,0,2,0,0
4761,T Taylor,10,0,0,2,0,0
4762,A Martel,10,0,0,1,0,0
4763,A Mehdi,10,0,0,1,0,0
4764,Achit Shigwan,10,0,0,1,0,0
4765,ACL Richards,10,0,0,1,0,0
4766,Aryan Lakra,10,0,0,1,0,0
4767,B Gillgrass,10,0,0,1,0,0
4768,BJ Morris,10,0,0,1,0,0
4769,C Sudarsanan,10,0,0,1,0,0
4770,CF Snyman,10,0,0,1,0,0
4771,CJ Bodenstein,10,0,0,1,0,0
4772,D Hazell,7,3,0,1,0,0
4773,D Jamyansuren,10,0,0,1,0,0
4774,Danyal Raja,10,0,0,1,0,0
4775,DG Nalkande,10,0,0,1,0,0
4776,Dipendra Rawat,10,0,0,1,0,0
4777,DR Deshmukh,10,0,0,1,0,0
4778,E Schiferli,10,0,0,1,0,0
4779,Faisal Mehmood,10,0,0,1,0,0
4780,Gayan Munaweera,10,0,0,1,0,0
4781,H Rashid,10,0,0,1,0,0
4782,Hazrat Luqman,10,0,0,1,0,0
4783,HH Banner,10,0,0,1,0,0
4784,Jashimuddin,10,0,0,1,0,0
4785,K Kumarasinghe,10,0,0,1,0,0
4786,K Sonavale,10,0,0,1,0,0
4787,KJ Cottoy,10,0,0,1,0,0
4788,Krish Bhagat,3,7,0,0,1,0
4789,LG Smith,10,0,0,1,0,0
4790,M McColl,10,0,0,1,0,0
4791,Mohammed Awais,10,0,0,1,0,0
4792,Mosharraf Hossain,10,0,0,1,0,0
4793,Nakul Sharma,10,0,0,1,0,0
4794,Nooruddin Mujadady,10,0,0,1,0,0
4795,Poonam Yadav,0,3,7,0,0,1
4796,Pratik Desai,10,0,0,1,0,0
4797,R Ahir,10,0,0,1,0,0
4798,R King,10,0,0,1,0,0
4799,Rachintha de Silva,10,0,0,1,0,0
4800,RH Motwani,10,0,0,1,0,0
4801,S Deshapriya,10,0,0,1,0,0
4802,S Gupta,10,0,0,1,0,0
4803,S Kharvi,10,0,0,1,0,0
4804,S Srikanth,10,0,0,1,0,0
4805,Salman Fayyaz,10,0,0,1,0,0
4806,Tafseer Ali,10,0,0,1,0,0
4807,W Maximo,10,0,0,1,0,0
4808,W Viraliliu,10,0,0,1,0,0
4809,Zou Kui,10,0,0,1,0,0
4810,AG Weligamage,10,0,0,0,0,0
4811,Amos Rai,10,0,0,0,0,0
4812,B Ivanov,10,0,0,0,0,0
4813,C Taylor,10,0,0,0,0,0
4814,CM Mbebe,10,0,0,0,0,0
4815,Faris Al Balushi,10,0,0,0,0,0
4816,KA Tomlinson,10,0,0,0,0,0
4817,MS Johal,10,0,0,0,0,0
4818,Parikshit Valsangkar,10,0,0,0,0,0
4819,Ritesh Negi,10,0,0,0,0,0
4820,RO Gordon,10,0,0,0,0,0
4821,Tuba Hassan,10,0,0,0,0,0
4822,Vaishnavi Sharma,10,0,0,0,0,0
4823,AJ Staal,9,0,0,5,0,0
4824,A Sheikh,9,0,0,3,0,0
4825,AA Mulla,9,0,0,3,0,0
4826,DD Kasat,9,0,0,3,0,0
4827,SB Patel,9,0,0,3,0,0
4828,Shohidul Islam,9,0,0,3,0,0
4829,Syed Rasel,9,0,0,3,0,0
4830,B Masaba,9,0,0,2,0,0
4831,B Regmi,9,0,0,2,0,0
4832,C Tommy,9,0,0,2,0,0
4833,GW Aldridge,9,0,0,2,0,0
4834,JO Ngoche,9,0,0,2,0,0
4835,K Kartikeya,9,0,0,2,0,0
4836,Lalhruai Ralte,3,6,0,1,1,0
4837,P Silas,9,0,0,2,0,0
4838,R Minz,8,1,0,2,0,0
4839,Salma Khatun,9,0,0,1,0,1
4840,SW Tait,9,0,0,2,0,0
4841,TA Dithole,9,0,0,2,0,0
4842,Waqar Younis,9,0,0,2,0,0
4843,Zawar Farid,9,0,0,2,0,0
4844,A Patmore,9,0,0,1,0,0
